county_code,county_name,mk_trend,mk_p,sen_slope,change_year,change_p,pre_mean,post_mean
230102.0,道里区,no-trend,0.788446734264471,-0.4,,0.9118248435222587,,
230103.0,南岗区,no-trend,0.24492877823603054,-0.5,,0.22567237463411383,,
230104.0,道外区,no-trend,0.788446734264471,0.5,,0.7955902386398751,,
230108.0,平房区,no-trend,0.5312499859948483,-0.14285714285714285,,0.4949906250906068,,
230109.0,松北区,no-trend,0.17971249487899987,-2.3333333333333335,,0.4949906250906068,,
230110.0,香坊区,no-trend,0.8580276569875211,-0.14285714285714285,,0.4949906250906068,,
230111.0,呼兰区,no-trend,0.5915050369949166,-6.444444444444445,,0.4949906250906068,,
230112.0,阿城区,no-trend,0.3251794800983281,-0.6666666666666666,,0.4949906250906068,,
230113.0,双城区,no-trend,0.37109336952269767,-14.666666666666666,,0.4949906250906068,,
230123.0,依兰县,no-trend,0.3251794800983281,-8.0,,0.5861816545675114,,
230124.0,方正县,no-trend,1.0,0.0,,1.0337026689833984,,
230125.0,宾县,no-trend,0.9287300745648026,-0.42857142857142855,,0.4949906250906068,,
230126.0,巴彦县,no-trend,1.0,9.6,,0.4949906250906068,,
230127.0,木兰县,no-trend,0.7205147871362554,2.25,,0.9118248435222587,,
230128.0,通河县,decreasing,0.049097981609265595,-2.0,,0.3415963347729109,,
230129.0,延寿县,no-trend,0.37109336952269767,0.25,,0.9118248435222587,,
230183.0,尚志市,no-trend,0.37109336952269767,0.6666666666666666,,0.4949906250906068,,
230184.0,五常市,no-trend,0.788446734264471,0.4,,1.2857330193004377,,
230202.0,龙沙区,no-trend,0.7205147871362554,0.0,,1.5309285600192974,,
230204.0,铁锋区,no-trend,0.5915050369949166,0.0,,1.159156557569619,,
230205.0,昂昂溪区,no-trend,0.6547208460185772,0.0,,0.4949906250906068,,
230206.0,富拉尔基区,no-trend,0.37109336952269767,-0.5,,0.5861816545675114,,
230207.0,碾子山区,no-trend,0.788446734264471,0.0,,1.159156557569619,,
230208.0,梅里斯达斡尔族区,no-trend,0.7205147871362554,-1.5714285714285714,,0.4949906250906068,,
230221.0,龙江县,no-trend,0.4742743507673297,-8.5,,0.4949906250906068,,
230223.0,依安县,no-trend,0.4742743507673297,-5.666666666666667,,0.4949906250906068,,
230224.0,泰来县,no-trend,0.2104977000553374,-5.0,,0.22567237463411383,,
230225.0,甘南县,decreasing,0.020044668622627437,-19.0,,0.22567237463411383,,
230227.0,富裕县,no-trend,0.06034053291564656,-11.0,,0.22567237463411383,,
230229.0,克山县,no-trend,0.4742743507673297,-1.1428571428571428,,0.4949906250906068,,
230230.0,克东县,no-trend,0.12837877285143118,-4.0,,0.22567237463411383,,
230231.0,拜泉县,no-trend,0.9287300745648026,0.6666666666666666,,0.4949906250906068,,
230281.0,讷河市,no-trend,0.2104977000553374,-8.0,,0.22567237463411383,,
230302.0,鸡冠区,no-trend,0.42082864053496993,0.0,,1.159156557569619,,
230303.0,恒山区,no-trend,0.7205147871362554,0.0,,1.2857330193004377,,
230304.0,滴道区,no-trend,0.4742743507673297,0.0,,0.4949906250906068,,
230306.0,城子河区,no-trend,0.2104977000553374,0.0,,0.4949906250906068,,
230307.0,麻山区,no-trend,0.7205147871362554,0.0,,1.5309285600192974,,
230321.0,鸡东县,no-trend,0.5915050369949166,-2.0,,0.6866409702513011,,
230381.0,虎林市,no-trend,0.37109336952269767,-15.125,,0.6866409702513011,,
230382.0,密山市,no-trend,0.4742743507673297,-7.5,,0.4949906250906068,,
230405.0,兴安区,no-trend,0.9287300745648026,0.0,,1.5309285600192974,,
230406.0,东山区,no-trend,0.37109336952269767,-1.0,,0.6866409702513011,,
230421.0,萝北县,no-trend,0.24492877823603054,-18.0,,0.4949906250906068,,
230422.0,绥滨县,no-trend,0.5915050369949166,-12.0,,0.4949906250906068,,
230502.0,尖山区,decreasing,0.007290358091535776,-1.0,,0.18044895032517552,,
230503.0,岭东区,no-trend,0.788446734264471,0.0,,0.9118248435222587,,
230505.0,四方台区,no-trend,0.4742743507673297,-1.1666666666666667,,0.4949906250906068,,
230506.0,宝山区,no-trend,0.07363827012030266,-8.0,,0.1427225391127721,,
230521.0,集贤县,no-trend,0.28313087066234677,-34.0,,0.4949906250906068,,
230522.0,友谊县,decreasing,0.03182312738649018,-22.6,,0.22567237463411383,,
230523.0,宝清县,no-trend,0.37109336952269767,-45.4,,0.4134509240660289,,
230524.0,饶河县,no-trend,0.2104977000553374,-8.5,,0.4949906250906068,,
230602.0,萨尔图区,no-trend,0.8580276569875211,0.0,,1.6434267509592657,,
230603.0,龙凤区,no-trend,0.28313087066234677,0.0,,0.9118248435222587,,
